tconst,averagerating,numvotes,directors,writers
tt5638094,6.9,770,nm1137289,nm4954467
tt5640130,5.1,16,nm5384539,nm5384539
tt5643644,8.3,17,nm4621058,nm4621058
tt5657028,6.5,5808,nm3743617,"nm3743617,nm5033444,nm8102422"
tt5657712,5.5,548,nm0776650,"nm0191974,nm0776650"
tt5658072,7.1,8,nm4261433,nm1600867
tt5661084,7.4,34,nm7316540,nm7316540
tt5662550,3.8,589,"nm0934698,nm0191242","nm5566894,nm0191242,nm0934698,nm10175805"
tt5662662,5.8,34,nm1317258,nm1317258
tt5662906,5.9,409,nm0514952,"nm0514952,nm6482501"
tt5662910,6.9,20,nm0864390,nm0864390
tt5672170,8.3,6,"nm4114501,nm0617200",nm4114501
tt5685652,5.2,28,nm0010871,"nm0806146,nm0010871"
tt5690472,4.1,190,nm3440937,"nm5923409,nm3440937"
tt5700176,5.8,2333,nm1163237,"nm1163237,nm1474875,nm0871857"
tt5716440,5.8,6,nm8138936,nm8138936
tt5720938,6.7,13,nm0470629,nm0470629
tt5723028,8.7,334,nm3081350,nm3081350
tt5724206,6.2,13,nm5444186,nm5444186
tt5725070,7.5,51,nm7174950,nm7174952
tt5733200,6.2,47,nm3399500,nm3399500
tt5737528,7.8,17,"nm0071331,nm0505660",nm0505660
tt5738512,6.4,42,"nm5625757,nm1408334","nm5625757,nm1408334"
tt5744884,4.0,5,nm2660859,nm2660859
tt5748150,9.2,32,nm7676519,nm7676519
tt5751998,6.6,8078,"nm1534497,nm1532523","nm1532523,nm1534497"
tt5752458,6.4,17,nm8169229,nm8169229
tt5754992,8.0,48,"nm8170835,nm0230279","nm0230279,nm8170835"
tt5756188,7.0,280,nm3838134,"nm2299043,nm3838134"
tt5757954,9.3,13,nm7226591,"nm6795049,nm6795050"
tt5761600,8.1,14,nm7547471,nm7789735
tt5770520,7.5,13,nm6914800,nm6914800
tt5770566,9.1,9,"nm0690598,nm4125490","nm0573357,nm4125490,nm0690598"
tt5789664,5.8,200,"nm5167056,nm3437705,nm0514852,nm0807070,nm2294083,nm0623392,nm5063015","nm2294083,nm3437705,nm0514852,nm0623392,nm5063015,nm8200620,nm8200619,nm0807070"
tt5794306,4.5,10,nm3584100,"nm3584100,nm3584711"
tt5795086,5.4,3528,nm1369800,nm1369800
tt5797164,7.0,245,nm3446966,"nm2116827,nm0032816"
tt5809726,4.4,50,nm6187665,nm6187665
tt5812510,5.4,99,nm1641305,"nm1641305,nm7273930,nm6386159,nm4363732,nm4649760"
tt5821100,3.6,15,nm8229405,nm6845867
tt5821150,6.5,193,nm3147991,nm6605054
tt5827020,7.1,16,nm2801121,"nm8234998,nm2801121"
tt5827212,6.2,1828,"nm1732946,nm1729104","nm1732946,nm1729104,nm0541389,nm0060483"
tt5834978,7.6,16,nm5031497,nm5031497
tt5836706,2.9,455,nm0001709,"nm1215162,nm0001709,nm1360200,nm4424713"
tt5845440,6.6,172,nm5449600,"nm5449600,nm1210917,nm1307771"
tt5850550,7.7,30,nm3808308,nm3809020
tt5851692,7.1,972,nm0463649,nm0739163
tt5862166,4.4,1211,"nm0303032,nm4209533","nm4209533,nm8729010,nm0759363"
tt5863362,5.7,10,nm1347350,"nm3281183,nm1347350"
tt5868924,4.2,519,nm0728063,"nm0728063,nm0732319,nm0865358"
tt5873216,4.7,407,nm4354445,nm4354445
tt5875364,9.0,32,nm8281100,nm8281100
tt5892256,6.6,21,nm2522136,nm2522136
tt5893480,2.5,91,nm0651460,nm0651460
tt5895028,8.2,19507,nm1148550,"nm2589786,nm1148550"
tt5920394,8.4,79,nm3574246,nm3574246
tt5923748,8.3,85,nm0761415,nm0761415
tt5932502,4.4,218,nm4122551,nm4122551
tt5932766,6.8,84,nm0805690,"nm0992569,nm1371332"
tt5936356,7.9,9,"nm8336942,nm5100674","nm4829557,nm8336942"
tt5937770,5.0,3884,nm2411321,"nm3017413,nm2411321,nm0859637"
tt5946128,7.6,31809,nm1903006,nm1903006
tt5950646,4.1,293,nm0118345,"nm0118345,nm3195074"
tt5952006,5.5,149,nm1180348,nm1180348
tt5960020,6.9,32,nm3745726,"nm0160695,nm3745726,nm7253888,nm7275309,nm1504474"
tt5961976,4.8,16,nm0937501,"nm8358680,nm0937501"
tt5963132,7.1,51,nm1335773,nm8359388
tt5968274,6.7,8238,nm1033517,"nm0033153,nm8362887"
tt5970928,5.2,36,nm0434298,"nm0463989,nm1268612"
tt5974402,6.9,504,nm4725010,nm4725010
tt5978724,5.7,592,nm3394592,nm3620967
tt5991948,5.4,671,nm1048541,"nm1048541,nm1191060"
tt5992114,3.5,156,nm3179812,"nm3179812,nm0570941"
tt5998016,5.1,49,nm1428996,nm8038182
tt5998744,5.1,458,nm0482595,nm1288953
tt6004388,6.1,7,nm0188974,"nm0188974,nm6681092"
tt6009104,6.2,1642,nm0957794,"nm4080988,nm0957794,nm8476843"
tt6010240,8.1,481,nm1464314,"nm1350569,nm1464314"
tt6015706,3.2,899,nm8399396,"nm8399396,nm1471121"
tt6017356,7.8,6,"nm8400494,nm8400493",nm8400494
tt6029122,7.0,1377,nm2201450,"nm8409596,nm2201450"
tt6029882,5.4,5,nm4021089,nm4021089
tt6038168,6.9,177,nm0903177,"nm0903177,nm3121403"
tt6041312,5.9,246,nm4369743,nm4369743
tt6043842,5.0,13,"nm8420938,nm0913438","nm2934103,nm0913438"
tt6044190,6.0,13,nm1472388,nm8421389
tt6054510,8.1,12,nm1035391,"nm1035391,nm3425340"
tt6059074,6.8,2344,nm0030791,nm1436180
tt6059712,8.0,12,nm0812862,nm0812862
tt6061396,9.1,10,nm6375787,"nm6375787,nm5144087"
tt6063448,7.8,39,nm3311855,nm3311855
tt6064378,6.4,140,nm5680680,"nm8440223,nm2584046"
tt6065246,2.8,113,nm0478713,nm0478713
tt6067116,6.0,21,"nm0000940,nm2789401","nm2975616,nm0000940"
tt6074358,8.1,891,nm0739979,"nm0693149,nm0739979"
tt6075734,6.4,105,nm1601901,"nm2529904,nm1601901"
tt6080746,8.2,340,nm0223606,"nm0223606,nm9161473"
tt6082646,7.4,18,"nm3264525,nm8456067",nm8958293
tt6091368,6.0,41,nm3812304,nm3812304
tt6093618,6.8,1009,nm2848041,"nm0330704,nm2848041"
tt6095090,4.7,2068,nm5276483,nm5276483
tt6095994,6.9,358,nm8467984,nm8467984
tt6097248,6.4,44,nm2150248,nm2150248
tt6100724,7.3,7,nm5887954,"nm7296250,nm5887954"
tt6102028,5.2,47,"nm5720071,nm5720226","nm5720226,nm5720071,nm8473570"
tt6102268,4.7,16,nm4367286,nm4367286
tt6105714,8.5,11,nm4249300,nm4104582
tt6119856,6.4,6131,nm0174483,nm0937384
tt6132286,6.8,5,nm2131697,"nm2135706,nm2131697"
tt6133482,2.6,55,nm2732832,"nm7680462,nm2732832,nm2996082,nm7680459,nm2732883,nm8497752"
tt6136484,7.0,5,nm8499735,"nm8499736,nm8499740,nm6338572,nm8499735"
tt6148882,5.3,290,nm3264980,nm3264980
tt6150324,7.2,27,nm1635001,nm1635001
tt6152206,7.5,110,nm4741406,nm0471184
tt6157652,3.7,6,nm2489043,"nm2489043,nm2839836"
tt6162806,7.6,7,"nm3793498,nm2602287","nm2602287,nm1532178,nm3793498"
tt6164210,7.7,7,nm0497694,nm4728030
tt6175496,6.2,17,nm4300392,"nm4213310,nm4300392"
tt6175710,7.7,271,nm0371312,"nm1841453,nm0371312"
tt6179330,5.0,16,nm2957915,nm2957915
tt6186430,7.8,373,nm0484073,"nm1068233,nm0484073"
tt6195094,6.4,17469,nm1052791,nm1052791
tt6201972,7.0,7,nm8548457,nm8548457
tt6213474,6.6,39,nm8557414,"nm10117296,nm8557417"
tt6219974,6.1,102,nm1802263,"nm4642362,nm1802263"
tt6233592,3.2,15,nm8572990,nm8572990
tt6236780,4.5,91,nm2815884,"nm1974961,nm0370977,nm1610952,nm2815884"
tt6243010,6.6,22,nm1879025,nm1879025
tt6256972,9.2,8,nm8589788,"nm8589788,nm3245530"
tt6259198,7.9,61,nm2614650,nm2614650
tt6265988,5.4,1463,nm1293225,"nm7447165,nm5969138"
tt6268882,6.3,240,nm5144372,nm5144372
tt6281014,7.6,8,"nm8777920,nm8609776","nm8609776,nm8777920"
tt6281148,5.7,182,"nm1252622,nm1250603","nm1250603,nm1830062,nm1252622"
tt6281242,6.8,1564,nm0974169,"nm0974169,nm5342019,nm10007363"
tt6284156,7.0,75,nm3166992,"nm3166992,nm3165300,nm3401036"
tt6286510,8.7,67,nm2879536,nm2879536
tt6286630,5.0,324,nm0004689,"nm0004689,nm1343281"
tt6288124,6.9,14223,nm0001814,"nm0130216,nm0001814,nm9557552,nm9557553"
tt6298600,6.8,972,nm0386382,"nm0383258,nm1158253"
tt6305468,6.4,17,nm8626970,"nm8626970,nm7203007,nm7356822"
tt6306400,6.3,917,nm0144812,nm0232746
tt6312944,7.3,7,nm4336998,nm4336998
tt6320482,4.0,178,nm0498271,"nm0498271,nm3584145"
tt6324302,6.2,5,nm1909039,"nm1909039,nm2208165"
tt6327784,7.8,38,nm3532398,nm3532398
tt6330414,7.1,16,nm8642515,nm1063017
tt6335582,9.0,5,nm6634116,nm6634116
tt6340296,5.5,661,nm0586837,"nm1055179,nm0181246,nm0586837"
tt6354784,7.2,639,nm3321311,"nm2799899,nm3211304,nm3321311,nm3962834"
tt6355584,7.3,102,nm6475928,nm6475928
tt6356734,6.6,8,nm5739086,"nm4090245,nm5739086,nm8662371"
tt6373314,6.2,255,nm0772851,"nm2818496,nm3613237,nm1252405,nm0772851"
tt6380140,4.6,205,nm2310286,nm2454599
tt6383748,8.9,16,nm8680775,nm8680775
tt6385860,7.0,6,nm4329952,nm4329952
tt6385910,7.4,47,nm0636979,nm0636979
tt6390756,7.4,256,nm1702781,"nm6689281,nm1574604"
tt6396876,7.4,9,nm0359144,nm6880471
tt6399158,6.9,3034,nm2019556,nm5371819
tt6430538,8.2,12,nm3210655,nm3210655
tt6432868,9.3,12,nm2810506,nm2810506
tt6434272,8.6,8,nm1852468,nm1852468
tt6443294,6.7,1470,nm0000160,"nm0000160,nm4237316"
tt6448024,7.6,16,nm1855284,nm1855284
tt6449704,3.1,9,nm1547925,nm1547925
tt6452534,7.8,30,"nm4715578,nm5426930","nm5426930,nm4715578"
tt6452574,7.9,40473,nm0386246,"nm7580249,nm0386246,nm0430785"
tt6462750,6.3,66,nm4100260,nm4100260
tt6469284,6.4,26,nm3608066,nm4360345
tt6481134,6.0,17,nm8745994,nm8745994
tt6481402,6.6,43,nm2336267,nm8746271
tt10115644,9.2,6,nm4191487,nm4191487
tt10126462,8.3,16,nm5954636,nm5954636
tt10168862,5.3,6,nm4625048,"nm10553957,nm5569996,nm5693383,nm10553958"
tt1017464,5.5,6946,nm0509409,nm0692683
tt10199664,6.3,23,nm5685112,nm5685112
tt10230288,8.1,8,nm3290818,nm3290818
tt10263320,4.5,5090,nm5662493,nm7300218
tt1041778,5.4,572,nm2675586,nm2675586
tt1067062,4.5,34,nm2412943,nm2412943
tt1067583,6.9,105812,nm1349376,"nm0481418,nm2717485"
tt1074638,7.8,592221,nm0005222,"nm0701031,nm0905498,nm0517589,nm0001220"
tt1078897,6.7,49,nm1860624,"nm2085848,nm0896735"
tt1103274,4.1,295,"nm2086819,nm0090280","nm1917785,nm2779685"
tt1151919,1.9,188,"nm2013256,nm2017931",nm0084646
tt1185838,2.9,290,nm1046566,"nm2938685,nm1046566"
tt1205587,6.6,142,nm1301724,nm1301724
tt1206083,7.7,21,nm1091634,nm2972494
tt1207009,8.0,9,nm2963996,nm2963996
tt1208716,5.8,295,nm1651765,nm1955562
tt1211837,7.5,514510,nm0220600,"nm3123612,nm0220600,nm1803036,nm0498278,nm0228492"
tt1211890,6.4,1406,nm1148550,nm1148550
tt1222815,7.2,5539,"nm1768412,nm0288144","nm0288144,nm1768412,nm0353893"
tt1223411,6.6,208,nm0490927,nm0490927
tt1226274,5.8,105,nm2959437,"nm1591562,nm2959437"
tt1236250,5.1,368,nm3176141,nm3176141
tt1237373,3.0,383,nm0791140,"nm3029400,nm0791140,nm1669943,nm1107254"
tt1237932,6.0,120,nm0493694,"nm1483970,nm0493694"
tt1238772,6.6,25,nm3027009,"nm0445160,nm3027009"
tt1239242,6.1,535,nm1058259,"nm1058259,nm1060915"
tt1243957,6.0,206714,nm0003697,"nm0003697,nm0003160,nm0271501,nm1362432"
tt1249158,6.6,73,nm0658997,nm0658997
tt1253837,4.9,11,nm3033952,nm3033952
tt1261964,5.4,105,"nm3232859,nm3234488","nm2253666,nm2579053"
tt1262876,6.5,21,nm1742311,"nm1742018,nm1742311"
tt1276419,7.6,40993,nm1064048,"nm4864795,nm1065452,nm1064048"
tt1277952,5.8,72,nm1182777,"nm3174244,nm1182777"
tt1278025,4.5,19,nm2243312,"nm3104656,nm2243312"
tt1292566,6.1,74329,nm0228542,"nm0463359,nm0799050,nm1401416,nm0875710"
tt1296079,6.5,11,nm0813510,"nm4166094,nm0183292"
tt1301990,5.8,3182,nm0505934,nm0505934
tt1303773,6.2,631,nm0368693,"nm0368693,nm0950123"
tt1306980,7.7,300475,nm1349522,nm1672425
tt1307442,6.5,519,nm0368693,"nm0368693,nm3973908,nm0950123"
tt1314169,6.1,21,nm0115500,"nm0115500,nm0616890"
tt1316047,7.4,5,nm2272591,nm2272591
tt1316050,6.1,7,nm3180098,"nm3180098,nm3180648,nm3181052"
tt1316540,7.8,13459,"nm0398555,nm0850601","nm0470004,nm0850601"
tt1318514,7.6,473020,nm1012501,"nm0415425,nm0798646,nm0099541"
tt1320103,5.8,134,nm0650702,nm0650702
tt1323805,4.6,25,nm3196255,nm3196255
tt1326253,7.0,20,nm1976019,"nm1976019,nm1452193"
tt1327194,6.5,94359,nm0382956,"nm3391497,nm0817023"
tt1329404,3.8,1124,nm0150170,"nm0150170,nm5474216"
tt1334318,5.4,383,nm1253546,"nm1250760,nm1253546"
tt1339203,6.5,21,nm1780179,nm1780179
tt1339488,5.6,109,nm1743355,nm1743355
tt1340793,5.2,104,nm1989737,nm1985200
tt1341188,5.4,41072,nm0000985,nm0000985
tt1356763,6.9,1598,nm0742814,nm0742814
tt1360822,7.1,661,nm0032795,"nm0032795,nm0144909"
tt1362210,7.5,16,nm3292970,"nm3292970,nm3274361"
tt1364479,7.0,46,nm0140196,"nm0140196,nm3357046,nm0508212,nm0664977"
tt1373405,2.4,141,nm0745395,"nm0745395,nm2566641"
tt1376168,4.7,1198,nm0399630,nm1436022
tt1376195,6.5,3376,nm0680889,nm0680889
tt1382728,6.6,427,nm3305006,"nm3305006,nm0317510"
tt1386925,5.8,8347,"nm0285683,nm1026530","nm0285683,nm1026530"
tt1388438,6.4,30,nm0899520,"nm3349704,nm0899520"
tt1392982,5.2,33,"nm2151661,nm0102751","nm0102751,nm4119131,nm3359001,nm3881650,nm2157916,nm4117136"
tt1392983,7.4,16,nm1980207,nm1980207
tt1399102,7.6,14,"nm3373987,nm3350418","nm0001930,nm3373953,nm3374277,nm3350418,nm3373987"
tt1399103,6.2,366409,nm0000881,nm0472567
tt1410051,5.8,10493,nm3393440,"nm3391039,nm3393440"
tt1411697,6.5,432800,nm0680846,"nm0563301,nm0035905,nm0680846,nm0524190,nm0601859"
tt1413489,3.7,1005,nm0087971,"nm0087971,nm1503087"
tt1418796,7.1,195,nm0462029,nm0462029
tt1419769,7.9,69,nm3422942,nm3422942
tt1425933,6.8,1752,nm2756264,"nm2756264,nm0118569,nm2755953"
tt1429392,5.9,2731,nm1424878,nm1424878
tt1433819,4.7,147,nm3439064,nm3439064
tt1434446,7.2,121,nm0003475,"nm0003475,nm0536442"
tt1441395,6.3,113196,nm0322242,"nm4157371,nm0322242,nm1480060,nm0995906"
tt1444331,4.1,49,"nm2982136,nm3456519",nm2982136
tt1445729,5.5,149,nm2861436,nm2861436
tt1454099,2.6,170,nm2963815,"nm2965392,nm2963815"
tt1455151,7.2,6329,nm0065449,"nm0065449,nm0196362,nm3527765"
tt1456661,6.3,9202,nm0490487,"nm0150906,nm0156451,nm2597943,nm3018849"
tt1458696,8.8,35,nm1417216,nm1417216
tt1460641,3.9,83,nm3492107,"nm3530298,nm3492107,nm3529600"
tt1465481,7.0,32,nm0078762,nm0078762
tt1466054,7.0,1721,nm0280396,nm0280396
tt1467405,6.6,360,nm1387784,"nm3892809,nm0860942,nm1387784"
tt1470854,8.1,30,nm1454508,nm1454508
tt1478339,6.9,75,nm1788969,"nm1788969,nm1376430"
tt1481576,5.5,563,"nm0001367,nm0425957",nm0500369
tt1493798,3.2,642,nm2832966,"nm2832966,nm3580647"
tt1493812,9.0,38,nm0331653,"nm4028640,nm4029250,nm4028723,nm4028348,nm4030668,nm4028727,nm4029017,nm4029181,nm4028919,nm4028016,nm4028138,nm4028339,nm4027776,nm4028852,nm4028381,nm4029368,nm2287871"
tt1493823,2.4,79,"nm1102465,nm3714459,nm2073287,nm0413054,nm2003157","nm2778196,nm2003157,nm3102198"
tt1494746,7.2,34,"nm3581395,nm3107925",nm1792205
tt1496831,7.8,52,nm0004209,nm0004209
tt1499302,2.4,283,nm1139761,nm1223575
tt1503783,5.7,12,nm0142227,"nm4306154,nm4306419,nm4305795,nm3778814,nm4306321"
tt1504319,5.5,1552,nm0375494,nm0310830
tt1507255,5.6,167,nm3603435,nm3607185
tt1509631,5.5,513,nm0894787,"nm0894787,nm0158323,nm2281534"
tt1510986,2.9,58,nm1651756,nm1969135
tt1517579,8.2,25,nm3630603,nm3630603
tt1518811,6.8,19,nm1186269,nm1186269
tt1521197,6.9,37932,nm0000386,nm0650089
tt1521758,5.8,69,"nm3634565,nm3637189","nm3637189,nm3634565"
tt1527628,7.9,7,nm1656232,nm1656232
tt1528806,5.6,21,nm3328676,nm3328676
tt1532530,6.4,485,nm0001901,"nm0001901,nm0063785,nm1928790,nm0175676"
tt1535962,3.6,209,nm3664837,nm0499051
tt1536054,4.2,371,nm0186733,nm0175768
tt1536374,5.7,741,nm0264220,nm1466600
tt1536458,7.7,181,"nm1841453,nm0691074","nm0691074,nm1841453"
tt1540803,4.6,472,"nm3124542,nm1009277",nm1009277
tt1545660,5.7,18188,nm1362570,"nm3682691,nm0908457"
tt1545677,6.1,225,nm1126428,"nm1126428,nm0859985"
tt1546022,4.5,19,nm2810997,nm2810997
tt1547891,7.0,38,nm3695066,nm3695066
tt1554414,5.8,1052,nm0046750,"nm2728054,nm0046750,nm1950086,nm3728858"
tt1560954,3.8,3482,nm0855843,nm1265067
tt1561329,8.2,25,nm0003907,nm0525701
tt1562275,6.8,24,nm0847109,nm0847109
tt1563771,5.7,86,nm2214668,"nm0216016,nm3725616,nm3726411"
tt1564363,4.6,8,nm2913968,nm2913968
tt1564906,6.3,26,nm1672061,"nm2179863,nm1672061"
tt1566435,4.8,11,nm3729304,nm3729304
tt1567437,6.4,48335,nm2277869,nm0675219
tt1567755,4.3,7,nm2976701,nm2976701
tt1569465,4.7,1724,nm3732361,"nm2955009,nm2955149,nm3392634,nm2955103"
tt1570538,5.2,1275,"nm3733073,nm3751237","nm3733073,nm3751237"
tt1571407,7.2,91,"nm0711868,nm2536898",nm2536898
tt1572782,5.1,139,nm0660892,"nm3815491,nm0660892"
tt1576405,6.3,172,nm1258535,nm1258535
tt1576443,5.8,148,nm0812380,"nm3744965,nm0726848,nm1173154,nm0812380"
tt1576483,6.8,680,nm1248526,nm1248526
tt1577055,4.8,1661,nm0975225,"nm0588305,nm1321515,nm0975225"
tt1578259,4.3,366,nm2446196,"nm2446196,nm0120794,nm0408925"
tt1582198,3.7,849,nm0238055,nm0238055
tt1583421,5.8,165536,nm0160840,"nm1014201,nm1116660"
tt1584747,5.6,33,nm1060555,nm1060555
tt1585558,6.7,740,nm0796504,nm0796504
tt1587223,6.1,228,nm1898252,"nm1898252,nm3848361"
tt1587848,6.9,29,nm0878413,"nm0477420,nm0878413"
tt1588362,3.8,494,nm0840412,nm2081505
tt1590024,7.2,5737,nm2758521,"nm0594198,nm2758521,nm1994414"
tt1592525,6.1,89554,"nm1140492,nm1908892","nm1140492,nm1908892,nm0000108,nm0000118,nm0145309"
tt1593288,7.2,11,nm1644490,nm1644490
tt1597091,7.1,39,nm1517506,nm1517506
tt1599339,7.8,31,nm2007248,nm2007248
tt1600771,4.2,9,nm0791894,"nm0163246,nm0791894"
tt1601463,7.6,103,"nm0313555,nm1597602",nm0313555
tt1602500,6.2,894,nm0482592,"nm0482592,nm1210422"
tt1603395,6.4,144,nm0946937,"nm0251152,nm2362148"
tt1606667,5.7,6,nm3471973,"nm3471973,nm3218904"
tt1608182,7.4,376,nm0316795,nm0942590
tt1609113,7.1,527,nm3819508,nm3819508
tt1612769,6.7,17,nm1964963,"nm0169102,nm1964963,nm0475019"
tt1613716,7.3,9,nm2957907,"nm2957907,nm2959479"
tt1616194,6.3,621,nm0387828,"nm0387828,nm3838500"
tt1616203,6.0,436,nm2254001,"nm2254001,nm2073554"
tt1620933,8.2,29373,nm0223606,"nm1538581,nm0223606"
tt1621782,5.9,343,nm0710130,"nm0517179,nm2548480"
tt1622984,7.5,153,nm3856374,nm3892413
tt1625074,8.1,11,"nm3858873,nm1787997","nm2479456,nm3212444,nm3418709,nm1787997"
tt1625858,5.2,19,"nm2030153,nm2201204","nm2201204,nm3856771,nm2030153"
tt1627892,7.8,52,nm2015950,nm3858957
tt1629251,6.2,176,nm0163022,nm0163022
tt1629444,4.8,64,nm2037106,nm2037106
tt1630575,6.3,286,nm0244697,"nm1399358,nm0311696,nm1438245,nm2457295"
tt1631693,6.6,15,nm3447204,nm3447204
tt1632702,8.3,28,nm3871585,nm3871585
tt1634055,5.4,386,nm0241563,"nm0757489,nm0691489"
tt1636457,6.2,5,nm1991146,nm1991146
tt1638979,7.4,302,nm5049704,nm5049704
tt1642276,7.0,5,nm3887050,nm3887050
tt1646958,7.7,1290,nm0880297,nm0880297
tt1646969,6.2,57,nm3844801,nm3844801
tt1647450,7.1,41,nm3386933,nm3386933
tt1647807,6.9,221,nm0297590,"nm0297590,nm1794075"
tt1649398,6.2,90,"nm3893158,nm3785344,nm2098458,nm0864016,nm3891437","nm2922051,nm3906963,nm2098458,nm0000590,nm3891437,nm0864016"
tt1649421,6.5,16,nm0462413,nm3452130
tt1650493,6.3,27,nm3588247,nm3588247
tt1650831,5.6,434,nm0521601,"nm0521601,nm3908099"
tt1658801,6.5,10534,nm0813164,nm0638913
tt1659215,5.6,50,nm0805449,"nm0805449,nm3918032"
tt1664003,7.2,63,nm2514866,nm2514866
tt1664629,4.9,28,nm0948075,nm3934761
tt1664640,6.4,65,nm1551485,"nm1551485,nm0679439"
tt1664641,4.8,100,nm0515054,nm3219121
tt1665418,6.1,1302,nm1956394,nm0468080
tt1665780,7.6,5,nm3555359,nm3555359
tt1666555,7.0,25,nm3933643,nm3933643
tt1667108,5.5,739,nm1695278,nm1695278
tt1667823,6.2,597,nm3932593,"nm3971277,nm4527413"
tt1669615,7.7,6,nm3339053,nm3339053
tt1670269,5.2,1037,nm1729108,"nm3939975,nm3963176"
tt1671478,3.7,210,nm2053461,nm2053461
tt1675441,6.5,77,nm1701136,"nm3857367,nm1701136"
tt1678042,3.3,393,nm2329969,nm1405911
tt1683519,7.0,283,nm2553474,nm2553474
tt1683524,6.4,341,nm0222062,"nm3220704,nm2267899,nm1789887"
tt1684555,3.6,2028,nm0601680,"nm7202042,nm2586970,nm1482639"
tt1686902,4.0,632,nm1862032,"nm1862032,nm4057143"
tt1688649,7.4,1999,nm0952583,"nm3450209,nm0530402,nm0602508,nm0952583"
tt1692266,6.0,10,"nm2472202,nm0117704","nm0117704,nm2472202"
tt1692500,7.0,20,nm0684828,nm3700751
tt1693693,3.9,8,nm2777446,nm3997301
tt1695131,6.8,33,nm1212770,nm0215853
tt1696198,2.1,388,nm0141094,nm4011515
tt1699233,6.2,298,nm1672059,nm1672059
tt1701228,6.1,19,nm0716984,nm0716984
tt1703839,7.4,8,nm1637935,"nm4019875,nm1637935,nm1904046"
tt1706686,7.5,8,nm1367222,nm4022864
tt1707238,7.2,20,nm1141512,"nm1141512,nm4024438"
tt1708532,4.8,13579,nm0063357,"nm3217969,nm1178114,nm1934305,nm2346340,nm2022987,nm0442396,nm2678319"
tt1710392,8.8,9,nm3347454,"nm4035170,nm3347454"
tt1711446,7.8,13,nm3590601,"nm4037026,nm3109241,nm4037663"
tt1712187,5.9,3639,nm0894787,"nm0158323,nm0894787"
tt1713440,7.0,5544,nm0735705,"nm3067898,nm1943791,nm0735705"
tt1713561,7.7,6,nm0792018,nm0792018
tt1714878,6.8,872,nm0393254,nm0393254
tt1714884,6.2,10,"nm0762256,nm0309959","nm0309959,nm0762256"
tt1718130,7.2,12,nm4055834,"nm4055834,nm4056646"
tt1718807,5.1,192,nm0138238,nm0138238
tt1720066,4.8,12,nm3396746,nm0379334
tt1720259,8.4,7,"nm3528890,nm3096586","nm3528890,nm3096586"
tt1722620,6.8,42,nm0644352,nm0644352
tt1723121,7.0,371759,nm1098493,"nm1462097,nm0264520,nm1890845,nm1898234"
tt1723798,3.5,37,nm1026102,"nm1026102,nm2605802"
tt1727596,7.7,216,nm0870979,"nm0383178,nm0870979"
tt1727790,7.7,1497,nm2257147,nm2257147
tt1729570,7.6,8,nm1166957,nm1166957
tt1730186,7.0,176,nm0408061,"nm0408061,nm4092076"
tt1730767,6.5,21,nm2645255,"nm3092765,nm2645255"
tt1733114,6.1,393,nm1533947,"nm2255776,nm1533947,nm2245756"
tt1733268,6.0,19,nm3736681,nm3736681
tt1733575,4.8,23,nm3424888,nm3424888
tt1734417,6.8,76,nm0128159,nm0128159
tt1735354,5.7,13,nm3228569,"nm3228569,nm3235256"
tt1737199,7.2,46,"nm1031752,nm3238599","nm3238599,nm3449954"
tt1737723,5.9,153,nm4121082,"nm4121082,nm4120294,nm4120838"
tt1740100,2.2,81,"nm0514952,nm4118124","nm4116067,nm0514952"
tt1740495,4.2,10,nm0129450,nm0129450
tt1741243,6.0,9955,nm0469694,nm1213539
tt1742081,8.5,80,nm0567680,"nm2997229,nm1789508"
tt1743325,7.8,33,"nm3014201,nm2068357","nm3012150,nm4101257"
tt1745686,6.8,5484,nm0702518,"nm4126357,nm0702518"
tt1745933,7.7,22,"nm2008556,nm4126429,nm2580350",nm2008556
tt1747947,6.5,80,nm3787345,nm4132633
tt1748133,6.2,50,nm2298423,nm2298423
tt1748181,6.8,11,nm3468083,nm3468083
tt1753670,6.8,134,nm4138471,nm4138471
tt1753773,5.3,731,nm2581482,"nm3515407,nm2581482"
tt1754166,4.8,283,nm1868749,nm1761162
tt1754170,5.1,18,nm1967152,nm1967152
tt1754212,6.5,126,nm0756215,nm0489459
tt1754362,5.9,22,nm0918452,nm0714893
tt1754944,5.2,2025,nm2133392,nm2133392
tt1756364,7.2,46,nm0353532,"nm0265389,nm0353532"
tt1756617,3.6,89,nm0825796,"nm2696736,nm2603679,nm0825796"
tt1756832,3.9,267,nm3048048,"nm3049642,nm3632859"
tt1762246,6.5,80,nm4155035,nm4180296
tt1762300,7.9,2259,"nm2280670,nm0348410","nm0348410,nm2280670"
tt1764198,6.3,1458,nm0004541,"nm3138626,nm3485526"
tt1764358,5.6,116,nm1503405,nm1503405
tt1764595,6.0,19,nm2934741,"nm2934741,nm4160331,nm1875645"
tt1764645,5.4,393,nm3322414,nm2126141
tt1769292,9.0,5,nm4166791,nm4166791
tt1772415,5.9,12,nm2718478,nm2718478
tt1774281,6.2,10,nm3313994,"nm4177293,nm3313994"
tt1776143,6.4,1406,nm0864775,"nm4179382,nm4661537,nm0906413,nm0946883"
tt1776216,5.7,7,nm2970147,nm2970147
tt1776258,8.5,24,nm0253953,nm0253953
tt1776356,8.0,162,nm1196301,nm1196301
tt1776364,5.1,15,nm0468190,nm0468190
